fname,src,n
KRISTY,B,6
KRYSTAL,A,1
KRYSTAL,B,1
KRYSTEN,A,1
KRYSTEN,B,1
KUDOS,A,1
KURL,A,1
KURL,B,1
KURT,A,3
KURT,B,4
KURTIS,A,2
KURTIS,B,2
KWICHA,A,1
KWICHA,B,1
KYE,A,1
KYE,B,1
KYLE,A,16
KYLE,B,16
KYRAN,A,1
KYRSTEN,A,1
KYRSTEN,B,1
KYSAUNDRA,B,1
L,A,2
L,B,2
LA,A,1
LA SHASTA,A,1
LACEY,A,5
LACEY,B,6
LACIE,A,1
LACIE,B,1
LACOSTA,A,1
LACOSTA,B,1
LACY,A,2
LACY,B,2
LADDIE,A,1
LADEA,A,1
LADEA,B,1
LAKEN,A,1
LAKEN,B,1
LAKIN,B,1
LALA,A,1
LAMER,A,1
LAMER,B,1
LANA,A,4
LANA,B,5
LANAE,A,1
LANAE,B,1
LANCE,A,4
LANCE,B,5
LANDON,A,2
LANDON,B,4
LANDRIE,A,1
LANDRIE,B,1
LANDRY,B,1
LANE,A,1
LANNY,A,2
LANNY,B,2
LARA,A,1
LARA,B,1
LARISSA,B,2
LARRY,A,72
LARRY,B,69
LASHASTA,A,2
LASHASTA,B,2
LASKIE,A,1
LASKIE,B,1
LASKY,A,1
LASZLO,A,1
LASZLO,B,1
LATASHA,A,1
LATASHA,B,1
LATISHA,A,1
LATISHA,B,1
LATORIA,B,1
LATTIE,A,1
LATTIE,B,3
LATTY,A,1
LAURA,A,47
LAURA,B,47
LAURE,A,1
LAURE,B,1
LAUREL,A,3
LAUREL,B,5
LAUREN,A,11
LAUREN,B,14
LAURENCIA,B,1
LAURIE,A,4
LAURIE,B,5
LAURIN,A,1
LAVENIA,A,1
LAVENIA,B,1
LAVERN,B,1
LAVONDA,A,1
LAVONIA,A,2
LAVONIA,B,2
LAVONNE,A,2
LAVONNE,B,2
LAWRENCE,A,20
LAWRENCE,B,17
LEA,A,1
LEA,B,1
LEACIL,A,1
LEACIL,B,1
LEAH,A,5
LEAH,B,6
LEAHN,A,1
LEAHN,B,1
LEALON,A,1
LEANN,A,1
LEANN,B,1
LEANNE,A,2
LEANNE,B,2
LEASHELL,A,1
LEASHELL,B,1
LEATHA,A,2
LEATHA,B,1
LEE,A,16
LEE,B,13
LEE-ANN,A,1
LEE-ANN,B,1
LEEANN,B,1
LEIA,A,1
LEIA,B,2
LEIDY,A,1
LEIDY,B,1
LEIGH,A,2
LEIGH,B,3
LEIGH ANN,A,1
LEIGH ANN,B,1
LEILA,A,1
LEILA,B,1
LEISA,A,2
LEISA,B,1
LEISHA,A,1
LEISHA,B,1
LELAND,A,3
LELAND,B,3
LELIA,A,2
LELIA,B,1
LENA,A,10
LENA,B,10
LENDAL,A,1
LENDAL,B,1
LENNIE,A,1
LENNIE,B,1
LENNIS,A,1
LENNY,A,1
LENNY,B,1
LENON,A,1
LENON,B,1
LENORA,A,1
LENORA,B,1
LEO,A,1
LEO,B,1
LEON,A,3
LEON,B,2
LEONA,A,4
LEONA,B,3
LEONARD,A,18
LEONARD,B,13
LEONEL,B,1
LEONORA,A,1
LEONORA,B,1
LEORICA,B,1
LEROY,A,5
LEROY,B,5
LESA,A,4
LESA,B,4
LESIA,A,2
LESIA,B,3
LESLEY,A,2
LESLEY,B,2
LESLIE,A,19
LESLIE,B,18
LESLYANN,A,1
LESLYANN,B,1
LESLYE,A,1
LESLYE,B,1
LESSIE,A,1
LESSIE,B,1
LESTER,A,9
LESTER,B,8
LETA,A,1
LETA,B,1
LETHA,A,1
LETHA,B,1
LETISHA,A,1
LETISHA,B,1
LETITIA,A,1
LETITIA,B,1
LEVI,A,1
LEVI,B,5
LEW,A,1
LEW,B,1
LEWIS,A,8
LEWIS,B,9
LI MING,A,1
LIANA,B,1
LIBBY,A,1
LIDA,A,1
LIDA,B,1
LIGE,A,1
LIGE,B,1
LILA,A,5
LILA,B,4
LILLIAN,A,12
LILLIAN,B,12
LILLIE,A,9
LILLIE,B,7
LILLY,A,2
LILLY,B,2
LILY,A,2
LILY,B,2
LIMING,B,1
LINCOLN,A,1
LINCOLN,B,1
LINDA,A,149
LINDA,B,147
LINDSAY,A,6
LINDSAY,B,7
LINDSEY,A,8
LINDSEY,B,8
LINN,A,1
LINNEA,A,1
LINNEA,B,1
LINNIE,A,2
LINNIE,B,1
LINSAY,A,1
LINSAY,B,1
LINZEY,A,2
LINZEY,B,2
LIONEL,A,1
LIONEL,B,2
LISA,A,67
LISA,B,59
LISSA,B,1
LITASHA,B,1
LITTLE,A,1
LITTLE,B,1
LIZA,A,1
LIZABETH,A,1
LIZABETH,B,1
LIZZIE,A,1
LLOYD,A,17
LLOYD,B,14
LOCHLIN,B,1
LOCKIE,A,1
LOCKIE,B,1
LODELLA,A,1
LODELLA,B,1
LOEITA,A,1
LOEITA,B,1
LOGAN,A,3
LOGAN,B,8
LOIS,A,24
LOIS,B,22
LOIS ANN,A,1
LOIS ANN,B,1
LOLA,A,8
LOLA,B,6
LOLLIE,A,1
LOLLIE,B,1
LON,A,1
LON,B,1
LONA,A,1
LONA,B,1
LONADA,A,1
LONADA,B,1
LONAS,A,1
LONNIE,A,7
LONNIE,B,5
LORA,A,10
LORA,B,9
LORAINE,A,3
LORAINE,B,3
LOREEN,A,1
LOREEN,B,1
LOREN,A,4
LOREN,B,3
LORENA,A,2
LORENA,B,2
LORENE,A,2
LORETTA,A,16
LORETTA,B,12
LORI,A,15
LORI,B,11
LORIANN,A,1
LORIE,A,1
LORIE,B,1
LORIN,A,1
LORIN,B,1
LORINE,A,1
LORINE,B,1
LORISSA,A,1
LORISSA,B,1
LORNA,A,1
LORRAINE,A,4
LORRAINE,B,3
LORRETTA,B,1
LOTTIE,B,1
LOU,A,2
LOU ETTA,B,1
LOUANN,A,1
LOUANN,B,1
LOUANNA,A,1
LOUANNA,B,1
LOUCILLE,A,1
LOUELLA,A,2
LOUELLA,B,2
LOUELLEN,A,1
LOUELLEN,B,1
LOUETTA,A,1
LOUETTA,B,1
LOUIE,A,1
LOUIE,B,1
LOUIS,A,10
LOUIS,B,8
LOUISE,A,22
LOUISE,B,18
LOVIE,A,1
LOVIE,B,1
LOWELL,A,1
LOWELL,B,1
LOYD,A,1
LOYD,B,2
LUANN,B,1
LUANNE,A,1
LUANNE,B,1
LUCAS,A,4
LUCAS,B,6
LUCIAN,A,1
LUCIAN,B,1
LUCILLE,A,18
LUCILLE,B,13
LUCINDA,A,3
LUCINDA,B,4
LUCRECIA,A,1
LUCRETIA,A,1
LUCRETIA,B,1
LUCY,A,9
LUCY,B,6
LUEY,A,1
LUEY,B,1
LUIS,A,2
LUIS,B,4
LUKE,A,5
LUKE,B,5
LUKUS,B,1
LULA,A,2
LULA,B,1
LURENE,A,1
LURENE,B,1
LUTHER,A,4
LUTHER,B,2
LUTIE,A,1
LYDA,A,3
LYDA,B,3
LYDIA,A,7
LYDIA,B,10
LYDON,A,1
LYDON,B,1
LYLE,A,3
LYLE,B,2
LYNDA,A,5
LYNDA,B,5
LYNDON,A,1
LYNDON,B,2
LYNDSAY,B,2
LYNDSEY,A,1
LYNEL,A,1
LYNEL,B,1
LYNELLA,A,1
LYNETTE,A,1
LYNETTE,B,2
LYNN,A,12
LYNN,B,10
LYNNANN,A,1
LYNNANN,B,1
LYNNE,A,2
LYNNE,B,2
LYNNELLA,B,1
LYNNETTE,A,1
LYNNETTE,B,1
M,A,2
M,B,2
MABEL,B,1
MABLE,A,3
MABLE,B,2
MAC,A,1
MAC,B,1
MACDONALD,A,1
MACDONALD,B,1
MACIE,B,1
MACK,A,10
MACK,B,8
MACKENZIE,B,2
MADALYN,B,1
MADELINE,A,3
MADELINE,B,3
MADELYN,A,1
MADELYN,B,1
MADGE,A,8
MADGE,B,7
MADISON,B,6
MADLYN,A,1
MADLYN,B,1
MADONNA,A,1
MADONNA,B,1
MAE,A,5
MAE,B,2
MAEDELL,A,1
MAELYN,B,1
MAFRA,A,3
MAFRA,B,1
MAFREY,A,1
MAFREY,B,1
MAGALENE,A,1
MAGDALENE,A,1
MAGDALENE,B,1
MAGDALINE,A,1
MAGDALINE,B,1
MAGGIE,A,2
MAGGIE,B,3
MAIA,A,1
MAISIE,A,1
MAISIE,B,1
MAJORIE,B,1
MAKAYLA,A,2
MAKAYLA,B,2
MAKEDAH,A,1
MAKEDAH,B,1
MAKENZIE,B,1
MALACHI,A,1
MALCOLM,A,1
MALCOLM,B,1
MALENA,A,1
MALENA,B,1
MALIKI,B,1
MALINDA,A,2
MALINDA,B,3
MALLIE,A,1
MALLIE,B,1
MALLORY,A,1
MALLORY,B,1
MAMIE,A,3
MAMIE,B,3
MAMTA,B,1
MANDA,B,1
MANDEL,A,1
MANDEL,B,1
MANDOLYN,A,1
MANDY,A,4
MANDY,B,4
MANUEL,A,2
MANUEL,B,3
MAPHRA,A,5
MAPHRA,B,4
MAPHRIE,A,1
MARC,A,2
MARC,B,4
MARCELLA,A,2
MARCELLA,B,2
MARCELLO,A,1
MARCH,A,1
MARCH,B,1
MARCHETA,B,1
MARCHETTA,A,1
MARCIA,A,14
MARCIA,B,12
MARCILLA,A,1
MARCILLA,B,1
MARCUS,A,3
MARCUS,B,5
MARENDA,A,1
MARENDA,B,1
MARENE,A,1
MARENE,B,1
MARGARET,A,56
MARGARET,B,52
MARGARET-JEAN,B,1
MARGARET - JEAN,A,1
MARGARETA,A,1
MARGARETA,B,1
MARGARETTE,A,1
MARGARETTE,B,1
MARGARITA,B,1
MARGARITO,B,1
MARGARRET,B,1
MARGERY,A,1
MARGERY,B,1
MARGIE,A,9
MARGIE,B,6
MARGO,A,1
MARGO,B,1
MARGUERITE,B,1
MARI,A,1
MARI,B,1
MARIA,A,11
MARIA,B,12
MARIAH,B,1
MARIAN,A,4
MARIAN,B,5
MARIANNE,A,1
MARIBEL,B,1
MARIBETH,A,1
MARICE,A,1
MARICE,B,1
MARICELA,A,1
MARIE,A,23
MARIE,B,20
MARIEKA,A,1
MARIEKA,B,1
MARIEL,A,1
MARIEL,B,1
MARIETTA,A,1
MARIETTA,B,1
MARILYN,A,17
MARILYN,B,17
MARINA,A,2
MARINA,B,2
MARINETTE,A,1
MARINETTE,B,1
MARION,A,3
MARION,B,4
MARISHA,A,1
MARISHA,B,1
MARISSA,A,2
MARISSA,B,1
MARITZA,B,1
MARJORIE,A,13
MARJORIE,B,8
MARK,A,58
MARK,B,59
MARKETTA,A,1
MARKETTE,B,1
MARLA,A,4
MARLA,B,3
MARLEAN,A,1
MARLEAN,B,1
MARLEECE,A,1
MARLEECE,B,1
MARLENE,A,3
MARLENE,B,3
MARLIN,A,1
MARLIN,B,1
MARLO,B,1
MARNIE,A,2
MARNIE,B,1
MAROLYN,A,1
MARQUERITE,A,1
MARQUITA,A,1
MARQUITA,B,1
MARQUITTA,A,1
MARQUITTA,B,1
MARRISA,A,1
MARRISA,B,1
MARSHA,A,12
MARSHA,B,10
MARSHALL,A,4
MARSHALL,B,4
MARTHA,A,37
MARTHA,B,33
MARTIE,A,1
MARTIE,B,1
MARTIN,A,20
MARTIN,B,19
MARTINIQUE,A,1
MARTINIQUE,B,1
MARTY,A,6
MARTY,B,5
MARVELENE,A,1
MARVELENE,B,1
MARVETTA,A,1
MARVETTA,B,1
MARVIN,A,24
MARVIN,B,24
MARY,A,208
MARY,B,196
MARY-LEE,A,1
MARY-LEE,B,1
MARY ANN,A,1
MARY ANN,B,1
MARY ANNE,A,1
MARY ANNE,B,1
MARY BETH,A,1
MARY BETH,B,1
MARY JO,A,1
MARY LOU,A,1
MARY MARGARET,A,1
MARY MARGARET,B,1
MARY RUTH,B,1
MARYALLEN,A,1
MARYALLEN,B,1
MARYAN,A,1
MARYAN,B,1
MARYANN,A,3
MARYANN,B,3
MARYANNE,A,1
MASEL,A,1
MASEL,B,1
MASON,B,4
MATELLA,A,1
MATELLA,B,1
MATHEW,A,1
MATHEW,B,3
MATILDA,A,1
MATILDA,B,1
MATOKA,A,1
MATOKA,B,1
MATTHEW,A,59
MATTHEW,B,56
MATTIE,A,3
MATTIE,B,2
MAUD,A,3
MAUD,B,1
MAUDE,A,6
MAUDE,B,4
MAUDIE,A,1
MAUREEN,A,5
MAUREEN,B,4
MAURICE,A,5
MAURICE,B,7
MAURINE,A,1
MAURINE,B,1
MAUVELINE,A,1
MAUVELINE,B,1
MAX,A,11
MAX,B,9
MAXI,A,1
MAXIE,A,1
MAXIE,B,2
MAXINE,A,8
MAXINE,B,8
MCARTHUR,A,1
MCARTHUR,B,1
MCIVA,A,1
MCIVA,B,1
MEAGAN,A,1
MEAGAN,B,3
MECHEEL,A,1
MECHEEL,B,1
MECHELL,A,1
MECHELL,B,1
MECHELLE,A,2
MECHELLE,B,2
MEDEA,A,1
MEGAN,A,17
MEGAN,B,20
MEGHAN,A,7
MEGHAN,B,5
MEL,A,1
MEL,B,1
MELANIE,A,20
MELANIE,B,17
MELBA,A,1
MELBA,B,2
MELENA,A,2
MELENA,B,2
MELIA,A,1
MELINA,A,1
MELINA,B,1
MELINDA,A,12
MELINDA,B,13
MELISA,A,1
MELISA,B,4
MELISCA,A,1
MELISCA,B,1
MELISSA,A,67
MELISSA,B,68
MELODY,A,2
MELODY,B,3
MELVIN,A,9
MELVIN,B,9
MELVYN,A,1
MELVYN,B,1
MELYNDA,A,1
MELYNDA,B,1
MEREDITH,A,1
MEREDITH,B,2
MEREDYTH,A,1
MEREDYTH,B,1
MERELYN,A,1
MERELYN,B,1
MERIANNE,A,1
MERIANNE,B,1
MERIDETH,B,1
MERIKATON,A,1
MERIKATON,B,1
MERINDA,A,2
MERINDA,B,2
MERRIE,A,1
MERRIE,B,1
MERRIETTA,A,1
MERRITT,A,1
MESHA,A,1
MESHELIA,A,1
MESHELIA,B,1
MET,B,1
MEVELYN,A,1
MEVELYN,B,1
MIA,A,2
MIA,B,1
MIANNA,A,1
MICAELA,A,1
MICAELA,B,1
MICAH,A,2
MICAH,B,5
MICHAEL,A,192
MICHAEL,B,209
MICHAELA,A,1
MICHAELA,B,1
MICHAELE,A,1
MICHEAL,A,5
MICHEAL,B,4
MICHEL,B,1
MICHELA,A,1
MICHELA,B,1
MICHELE,A,15
MICHELE,B,13
MICHELLE,A,39
MICHELLE,B,42
MICKEY,A,1
MICKEY,B,2
MIGDALIA,A,1
MIGDALIA,B,1
MIGNON,A,1
MIGNON,B,1
MIGUEL,A,3
MIGUEL,B,2
MIIKA,A,1
MIIKA,B,1
MIKAYLA,A,1
MIKAYLA,B,3
MIKE,A,8
MIKE,B,4
MIKEL,B,1
MIKELENA,A,1
MIKELENA,B,1
MIKHAYLA,B,1
MILA,A,1
MILA,B,1
MILDRED,A,31
MILDRED,B,27
MILES,A,4
MILES,B,2
MILFORD,A,1
MILFORD,B,1
MILIDENE,A,1
MILIDENE,B,1
MILLER,A,1
MILLER,B,1
MILLIDENE,A,1
MILLIDENE,B,1
MILLIE,A,4
MILLIE,B,4
MILTON,A,3
MILTON,B,3
MINA,A,1
MINA,B,1
MINDY,A,1
MINDY,B,1
MINH,A,1
MINH,B,1
MINNIE,A,6
MINNIE,B,4
MINNIE MARY,A,1
MINNIE MARY,B,1
MIRA,A,1
MIRA,B,1
MIRANDA,A,10
MIRANDA,B,9
MIRIAM,A,4
MIRIAM,B,4
MISHER,B,1
MISSOURI,A,1
MISSOURI,B,1
MISSY,A,1
MISSY,B,1
MISTY,A,16
MISTY,B,17
MITCHELL,A,17
MITCHELL,B,13
MITCHELLE,A,1
MITCHELLE,B,1
MITZI,A,1
MITZI,B,1
MITZIE,A,1
MITZIE,B,2
MOCHELLE,B,1
MOLLIE,A,2
MOLLIE,B,2
MOLLY,A,6
MOLLY,B,8
MOLT,A,2
MOLT,B,1
MONA,A,14
MONA,B,12
MONALISA,A,1
MONALISA,B,2
MONELLE,A,1
MONELLE,B,1
MONICA,A,8
MONICA,B,9
MONITA,B,2
MONNIE,A,1
MONNIE,B,1
MONTANA,A,1
MONTANA,B,2
MONTE,A,1
MONTE,B,1
MORGAN,A,11
MORGAN,B,10
MORGANNE,B,1
MORIAH,A,1
MORIAH,B,1
MORRIS,A,10
MORRIS,B,10
MORRISE,A,1
MORRISE,B,1
MOZELL,A,2
MOZELL,B,2
MOZELLE,A,1
MOZELLE,B,1
MUHAMMAD,A,1
MUHAMMAD,B,1
MURAD,A,1
MURIEL,A,2
MURIEL,B,2
MURPH,A,2
MURPH,B,1
MURRAY,A,2
MURRAY,B,1
MURRELL,A,1
MURRELL,B,1
MYA,B,1
MYHRIA,A,1
MYHRIA,B,1
MYKYLA,B,1
MYRA,A,10
MYRA,B,8
MYREON,A,1
MYREON,B,1
MYRIA,A,1
MYRIA,B,1
MYRIL,A,1
MYRIL,B,1
MYRLE,A,1
MYRLE,B,1
MYRNA,A,3
MYRNA,B,3
MYRON,A,1
MYRTLE,A,2
MYRTLE,B,2
NAAMON,A,1
NAAMON,B,1
NADINE,A,1
NADINE,B,2
NAN,A,3
NAN,B,2
NANCEY,A,1
NANCEY,B,1
NANCI,A,1
NANCI,B,1
NANCIE,A,1
NANCY,A,79
NANCY,B,76
NANETTE,A,1
NANETTE,B,1
NANNIE,A,1
NANNIE,B,1
NAOMI,A,9
NAOMI,B,8
NAQUICI,B,1
NAS,A,1
NAS,B,1
NASH,B,1
NAT,A,1
NAT,B,1
NATALIA,A,1
NATALIA,B,1
NATALIE,A,5
NATALIE,B,7
NATASHA,A,6
NATASHA,B,5
NATAYA,A,1
NATAYA,B,1
NATEARA,B,1
NATEARE,A,1
NATHAN,A,24
NATHAN,B,25
NATHANAEL,A,1
NATHANIEL,A,5
NATHANIEL,B,6
NATISHA,B,1
NATT,A,1
NATT,B,1
NAVIN,A,1
NEAL,A,2
NEAL,B,2
NEALY,A,2
NEALY,B,1
NEBRASKA,A,1
NEBRASKA,B,1
NED,A,6
NED,B,7
NEIL,A,3
NEIL,B,3
NELDA,A,3
NELDA,B,2
NELL,A,11
NELL,B,9
NELLE,A,1
NELLE,B,1
NELLENE,A,1
NELLENE,B,1
NELLIE,A,8
NELLIE,B,6
NELSON,A,3
NELSON,B,2
NENA,A,1
NENA,B,3
NERISSA,A,1
NERISSA,B,1
NETA,A,1
NETA,B,1
NETTI,B,1
NETTIE,A,2
NETTIE,B,1
NEVA,A,2
NEVA,B,1
NICHCALS,B,1
NICHLIOUS,A,1
NICHLIOUS,B,1
NICHOLAI,B,1
NICHOLAS,A,21
NICHOLAS,B,30
NICHOLE,A,2
NICHOLE,B,1
NICHOLETTE,A,1
NICHOLETTE,B,1
NICK,A,4
NICK,B,4
NICKIE,A,1
NICKIE,B,1
NICKOLAS,B,1
NICKY,A,1
NICKY,B,1
NICOLA,B,1
NICOLAS,A,4
NICOLAS,B,1
NICOLE,A,16
NICOLE,B,18
NIKITA,B,1
NIKKI,B,1
NIKKOL,A,1
NIKOLAI,A,1
NIKOLAI,B,1
NIKOLAS,A,1
NIKOLAS,B,1
NILES,A,2
NILES,B,2
NILS,A,1
NILS,B,1
NINA,A,18
NINA,B,14
NIRAVKUMAR,A,1
NISHA,A,1
NITA,A,1
NITA,B,1
NOAH,A,5
NOAH,B,9
NOEL,A,2
NOEL,B,2
NOLA,A,4
NOLA,B,3
NORA,A,9
NORA,B,10
NORBERT,B,1
NORITA,A,1
NORMA,A,30
NORMA,B,31
NORMAN,A,12
NORMAN,B,9
NORRIS,A,1
NORRIS,B,1
NORWOOD,A,1
NORWOOD,B,1
NYCOLE,A,1
NYCOLE,B,1
NYSSA,B,1
O,A,1
O,B,1
OAKLAND,A,1
OAKLAND,B,1
OATHER,A,1
OCTAVIA,B,1
OCTAVIUS,B,1
OCTIVIA,A,1
ODALIS,B,1
ODELL,A,1
ODELL,B,1
ODETTE,A,1
ODETTE,B,1
OFELIA,A,1
OFELIA,B,1
OLA,A,2
OLA,B,1
OLENA,A,1
OLENA,B,1
OLGA,A,1
OLGA,B,1
OLIVER,A,3
OLIVER,B,2
OLIVIA,A,4
OLIVIA,B,8
OLLIE,A,4
OLLIE,B,2
OLLIS,A,1
OLLIS,B,1
OMA,A,1
OMA,B,1
OMAR,A,1
OMAR,B,1
ONA,A,1
ONA,B,1
ONEDA,A,1
ONEDA,B,1
OPAL,A,9
OPAL,B,7
OPHA,A,2
OPHA,B,2
ORA,A,2
ORA,B,2
ORAN,A,1
ORIN,A,1
ORIN,B,1
ORPHA,A,1
ORPHA,B,1
ORUS,A,1
ORVILLE,A,1
ORVILLE,B,1
ORVIS,B,1
OSCAR,A,5
OSCAR,B,4
OSS,A,1
OSS,B,1
OSSIE,A,3
OSSIE,B,2
OTHA,A,1
OTHA,B,1
OTIS,A,2
OTIS,B,2
OTTO,A,1
OUIDA,A,3
OUIDA,B,2
OVEL,A,1
OVEL,B,1
OWEN,A,2
OWEN,B,1
P,A,1
P,B,1
PACE,A,1
PACE,B,1
PAGE,A,2
PAGE,B,2
PAIGE,A,2
PAIGE,B,1
PALMA,A,3
PALMA,B,2
PAM,A,1
PAM,B,2
PAMALA,B,1
PAMELA,A,46
PAMELA,B,47
PAMELIA,A,1
PAMELIA,B,1
PAMILA,A,1
PAMILA,B,1
PANSY,A,8
PANSY,B,5
PAOLO,B,1
PARALEE,A,1
PARALEE,B,1
PARIS,A,2
PARIS,B,2
PARZADY,A,1
PARZADY,B,1
PAT,A,4
PAT,B,3
PATRICA,A,1
PATRICA,B,1
PATRICIA,A,101
PATRICIA,B,98
PATRICK,A,17
PATRICK,B,19
PATRISHA,A,1
PATRYK,A,1
PATRYK,B,1
PATSY,A,18
PATSY,B,18
PATTI,A,6
PATTI,B,7
PATTIE,A,2
PATTIE,B,2
PATTY,A,1
PATTY,B,1
PAUL,A,79
PAUL,B,76
PAULA,A,17
PAULA,B,15
PAULETTE,A,4
PAULETTE,B,4
PAULINE,A,20
PAULINE,B,13
PAYTON,B,3
PEARL,A,10
PEARL,B,6
PEARSON,A,1
PEARSON,B,1
PEGGY,A,28
PEGGY,B,28
PEGI,A,1
PEGI,B,1
PEIRCE,A,1
PEIRCE,B,1
PENDER,A,1
PENDER,B,1
PENELOPE,A,3
PENELOPE,B,2
PENNIE,A,1
PENNY,A,11
PENNY,B,9
PERIJO,A,1
PERIJO,B,1
PERNELL,A,1
PERRY,A,7
PERRY,B,6
PERSEPHONE,B,1
PERVIS,A,1
PETE,A,2
PETE,B,1
PETER,A,12
PETER,B,13
PETTY,A,1
PETTY,B,1
PHENELOPE,A,1
PHENELOPE,B,1
PHEOBE,A,1
PHEOBE,B,1
PHIL,A,1
PHIL,B,1
PHILIP,A,12
PHILIP,B,13
PHILLIP,A,46
PHILLIP,B,35
PHILMORE,A,1
PHILMORE,B,1
PHILP,B,1
PHOEBE,A,1
PHOEBE,B,1
PHYILLIS,A,1
PHYILLIS,B,1
PHYLIS,A,1
PHYLIS,B,1
PHYLLIS,A,18
PHYLLIS,B,20
PIERRE,A,1
PILLIP,A,1
PILLIP,B,1
PINK,A,1
PINKNEY,A,1
PINKNEY,B,1
POLLY,A,7
POLLY,B,6
PONDA,A,1
PONDA,B,1
POPPY,A,1
POPPY,B,1
PRESTON,A,1
PRESTON,B,2
PRICE,A,1
PRISCILLA,A,6
PRISCILLA,B,7
PRITCHARD,A,1
PRITCHARD,B,1
QUENTIN,B,1
QUINTON,A,1
QUINTON,B,1
R,A,4
R,B,3
R.L.,A,1
RABON,A,1
RABON,B,1
RACHAEL,A,3
RACHAEL,B,6
RACHEAL,A,2
RACHEAL,B,1
RACHEL,A,31
RACHEL,B,29
RACHELLE,B,1
RAE,A,1
RAE,B,2
RAEGAN,A,1
RAEGAN,B,1
RAGAN,A,1
RAGAN,B,2
RAINIE,A,1
RAINIE,B,1
RAJNI,A,3
RAJNI,B,2
RALEIGH,A,2
RALEIGH,B,1
RALENE,A,1
RALENE,B,1
RALPH,A,29
RALPH,B,27
RAMONA,A,6
RAMONA,B,7
RANDAL,A,4
RANDAL,B,3
RANDALL,A,46
RANDALL,B,45
RANDEL,A,1
RANDEL,B,1
RANDELL,A,2
RANDELL,B,1
RANDI,A,2
RANDI,B,2
RANDLE,A,1
RANDLE,B,1
RANDOLPH,A,2
RANDOLPH,B,3
RANDY,A,39
RANDY,B,36
RANIA,A,1
RANIA,B,1
RANIS,A,1
RANIS,B,1
RANSOM,A,1
RANSOM,B,1
RAQUEL,A,1
RAQUEL,B,1
RASHEL,A,1
RASHEL,B,1
RASSIE,A,2
RASSIE,B,1
RAVEN,A,2
RAVEN,B,3
RAY,A,20
RAY,B,14
RAYBURN,A,1
RAYBURN,B,1
RAYE,A,1
RAYLENE,B,1
RAYMOND,A,28
RAYMOND,B,25
RAYMOTH,A,1
RAYMOTH,B,1
RDELL,B,1
REAGAN,A,1
REAMONA,A,1
REAMONA,B,1
REANNA,A,1
REANNA,B,1
REBA,A,7
REBA,B,6
REBECA,A,1
REBECA,B,1
REBECCA,A,67
REBECCA,B,77
REBEKAH,A,2
REBEKAH,B,3
REBEKKAH,A,1
REBEKKAH,B,1
REDMON,A,1
REECE,A,8
REECE,B,9
REED,A,1
REED,B,1
REESE,B,1
REGAN,B,1
REGGIE,A,1
REGGIE,B,1
REGINA,A,25
REGINA,B,24
REGINALD,A,1
REGINALD,B,1
REINHOLD,B,1
REMA,A,1
REMA,B,1
REMELLE,A,1
REMELLE,B,1
REMONA,A,1
RENA,A,3
RENA,B,2
RENATA,A,2
RENATA,B,2
RENATE,A,2
RENATE,B,3
RENE,A,3
RENE,B,3
RENEASE,A,1
RENEASE,B,1
RENEE,A,12
RENEE,B,13
RENEE',A,5
RENEE',B,3
RESA,A,1
RESA,B,1
RETHA,A,1
RETHA,B,1
RETIE,A,1
RETIE,B,1
REUBEN,A,1
REUBEN,B,1
REVONDA,A,2
REVONDA,B,2
REX,A,7
REX,B,6
REXTER,A,2
REXTER,B,2
RHEA,A,2
RHEA,B,1
RHEBA,A,1
RHEBA,B,1
RHODA,B,1
RHODICA,A,1
RHONDA,A,18
RHONDA,B,18
RIANNE,B,1
RICHARD,A,107
RICHARD,B,109
RICHARDSON,A,1
RICHMOND,A,2
RICHMOND,B,2
RICK,A,3
RICK,B,2
RICKEY,A,10
RICKEY,B,8
RICKIE,A,2
RICKIE,B,2
RICKSHELL,A,1
RICKSHELL,B,1
RICKY,A,38
RICKY,B,34
RILEY,A,2
RILEY,B,1
RIO,A,1
RIO,B,1
RITA,A,28
RITA,B,26
RL,B,1
ROB,A,1
ROB,B,1
ROBBIE,A,9
ROBBIE,B,8
ROBERT,A,229
ROBERT,B,219
ROBERTA,A,7
ROBERTA,B,8
ROBEY,A,1
ROBEY,B,1
ROBIN,A,13
ROBIN,B,14
ROBINETTE,B,1
ROBY,A,3
ROBY,B,3
ROBYN,A,5
ROBYN,B,4
ROCHELLE,A,1
ROCHELLE,B,1
ROCKY,A,2
ROCKY,B,4
RODERICK,A,1
RODERICK,B,1
RODGER,A,1
RODGER,B,1
RODNEY,A,22
RODNEY,B,21
ROEMELDA,A,1
ROEMELDA,B,1
ROGER,A,54
ROGER,B,49
ROLAND,A,2
ROLAND,B,2
ROLF,A,2
ROLF,B,1
ROLLINS,A,1
ROMA,A,1
ROMA,B,1
ROMNEY,A,1
ROMNEY,B,1
ROMY,A,1
ROMY,B,1
RON,A,1
RON,B,1
RONALD,A,69
RONALD,B,69
RONDA,A,2
RONDA,B,2
RONKSLEY,A,1
RONKSLEY,B,1
RONNA,A,2
RONNA,B,1
RONNIE,A,34
RONNIE,B,35
RONNY,A,1
RONNY,B,1
ROOSEVELT,A,1
ROOSEVELT,B,1
RORY,A,1
RORY,B,2
ROSA,A,3
ROSA,B,5
ROSALYN,A,1
ROSALYN,B,1
ROSANNA,B,1
ROSANNE,B,1
ROSCO,A,1
ROSCO,B,1
ROSCOE,A,6
